,product_name,rating,description,comment
2965,DENVER Hamilton Eau de Parfum - 100 ml  (For Men),5,"For All-day Fragrance You Can Now Fall Back On Denver Perfume Because It Is The Right Formulation To Deliver Every Right Feature For The Best Perfume. Possess Signature Scents You Can Always Own That Unique Scent Among Friends As The Perfume Is Formulated With A Signature Scent That Will Leave A Mystery Behind Everywhere You Go. The Scent Is A Special Collection Of Fragrances . Your Charisma Will Only Be Heightened With The Unique Scent As You Walk Into A Room And Command Attention. Long Lasting Fragrance A Fragrance That Will Not Leave Your Skin Or Clothes In A Matter Of Hours But Will Ensure That You Smell Distinctively Sharp And Attractive For A Longer Part Of Your Everyday Will Be Delivered With This Perfume.Denver Perfume Spray For Men With A Carefully Blended Fragrance Mix And A Long Lasting Protection Against Body Odors, To Keep You Delightfully Fresh And Confident Throughout The Day.the Essential Products You Need To Start Your Perfect Day With Freshness. Get The Wonderful, Smooth And Perfect Experience With Exclusive Range From A Renowned Brand Denver","This is the second consecutive time I am buying this product and there is absolutely no regrets. As a matter of fact, I have been using the previous one for about 4 weeks now on a daily basis and I still have half bottle left in it. The fragrance lasts as long as 10 hours with just 2 sprays on each side. The tracking information was timely updated this time and text messages were sent to me regarding the timely delivery so i am going with 5 stars."
2966,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),4,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.","Smell is good 👍🏻
Love it
Log lasting"
2967,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),1,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Very bad perfume
2968,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),4,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Good perfume
2969,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),2,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.","It's a normal perfume, u will get what u paid for ."
2970,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),5,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Good. Yet experiment fully.
2971,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),5,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Superb product
2972,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),5,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Very good
2973,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),1,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Worst product..👎
2974,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),5,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.",Verry good 😊😊
2975,FRENCH ESSENCE Luxury Intimate Scent With Long Lasting Fragrance For Gents Eau de Parfum - 30 ml  (For Men),1,"French Essence Intimate men's perfume is a captivating and feminine fragrance that evokes a sense of elegance, sophistication, and natural beauty. Its floral fragrance features notes which give it a delicate and refreshing scent that is both alluring and captivating. The perfume may also contain hints of other notes, such as fruity, spicy, or woody scents, which add depth and complexity to the fragrance. French Essence Intimate men's perfume is perfect for special occasions or everyday use, providing a subtle yet memorable scent that lingers for hours. Its luxurious and well-designed bottle is both beautiful and practical, making it a perfect addition to any perfume collection. Enjoy the enchanting and alluring fragrance of French Essence Intimate men's perfume.","Bad fragrance, not long lasting.."
2976,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Nice 👍👍👍👍
2977,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.","Blanc - cool smelling ...everyday use
Rouge - sweet smell ...party wear
Bleu - Citrus smell ...unsure when to use this one"
2978,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",4,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.","Nice
Good"
2979,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",4,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Superb goods thanku sooooo much flpcrt lovely 😘😘
2980,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",4,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Nyc product...
2981,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",4,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.","just go for it
smell is so good and packing was also as shown in pic"
2982,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Very awesome product and good perfume
2983,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",This perfume like and very nice product and good delivery good package thank you Flipkart🥰🥰🥰🥰🥰😛😘😘😘
2984,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Fragrances is very bad
2985,"THE MAN COMPANY Body Perfume Trio (Blanc, Rouge and Bleu ) Eau de Parfum - 360 ml  (For Men)",5,"Make this festive season special with the Man Company Multifaceted body perfume set of 3. The no gas body deodorants set for men comes with fresh fragrance that is long lasting. This fragrance is perfect for your stress-free day out with loved ones. A combination of four Deo’s – Bleu, Blanc and Rouge body perfume set for men are perfect for all occasion. Turn on the charm and improve your confidence without saying a word. Body perfume is a strong manly choice for the people who are prone to unpleasant body odour due to excessive sweating.",Awesome product ❤️
2986,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.",Nice fragrances 😍
2987,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.",Too good for a gift 🎁 I'm gonna gift this to my special one 💞 thank you so much bella vita and Flipkart for fast delivery 🚚
2988,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","If you are a perfume lover this is the product for you. You get 4 different fragrance for a very affordable price. All the 4 fragrance has lovely aroma and My personal favourite is fresh.They are not super long lasting, you will have to apply them after couple of hours but, it smells so fresh and overall an amazing product."
2989,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","I love these fragrances, these perfumes are perfect for gifting someone special . Smell of perfume is very nice , mild and long lasting
Thnx Flipkart of awesome product"
2990,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","Gift your loved once this amazing hamper
This hamper has amazing 4 different and unique fragrance..
I believe A person's fragrance is a good indication of their personality, as one's reasons for being attracted to certain scents can reflect a number of important character traits"
2991,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","The fragrances are really nice. Each one has a different feel to it. The packaging was flawless and gave a feel of luxury. The scent stays for a decent time. Overall, a great purchase within budget."
2992,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","Fragrance of each perfume is unique and mesmerising! It's the best gift pack for any celebration or occasion. Best price, best experience! In love with this product!"
2993,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.",I liked this pocket of perfume. These perfumes are really amazing and long lasting. It has a such a beautiful packing. This is one of the best gift pocket of perfume set.
2994,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.","Amazing combination. All of these smell are too good, and most important male and female both use these perfume.These perfume stay on my body 7 to 8 hours. This gift box is looking very luxurious. You can definitely gifted it to your special one."
2995,Bellavita Luxury Unisex Perfume Gift Set - 4x20 ML Eau de Parfum - 80 ml  (For Men & Women),5,"Introducing the BELLAVITA Unisex Luxury Gift Set – a perfect present for everyone, be it your family, your friends, or your special someone! Inside this box, you'll find four wonderful scents- White OUD, Honey OUD, SKAI Aquatic, and Fresh Unisex perfumes that are great for beginners as well as fragrance experts. Opening it is like going on a scented journey, where you get to smell and enjoy these lovely fragrances.",I really like this product 😍
2996,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,A confident and masculine smell. Longevity is more than 6hrs. I have got many compliments while using this perfume.
2997,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),4,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,"seller KCHP good packing with bubble rap but atleast add a piece of tape please.. the fragrance is good lasted about 5 6 hours on my skin... its fresh citrus a hint of minty and a the thing not of my liking, it has good amount o bubblegumy sweetness which i dnt liked that much if like sweet smells u can go for it if not then go for the wildstone hydra energy which doesn't have that bubblegumy sweetness.. i enjoy the hydra energy much more"
2998,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Good
2999,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),4,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Nice product
3000,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),3,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,In this price range perfume is awesome!!
3001,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Product is best but dilevary is very late improve it
3002,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Nice
3003,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),3,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Nice One ❤️❤️
3004,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Good quality perfum long lasting☺️😊
3005,Wild Stone Edge Eau de Parfum - 100 ml  (For Men),5,Wild Stone Deodorant Perfume have 24 hour fragrance provided you and no gas perfume its very best perfume and deodorant for men and women,Good i like the small and also I get compliments
3006,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),4,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",Strong punch but not long lasting
3007,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),4,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",Nice Fragrance
3008,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),4,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",Glorious perfume ...........Long Lasting perfume
3009,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),4,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.","original product, In Skinn - Steele is best."
3010,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),1,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",I received fogg perfume and to know that it is not returnalble is ####! Im going to sue you flipkart!
3011,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),5,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",Good. I feel RAW is too good.
3012,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),5,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.",Super .. Excellent.. Value for money
3013,SKINN by TITAN Steele - Single Pack Eau de Parfum - 20 ml  (For Men),5,"Steele creates a magnetic impression that combines charisma with confidence. The explosive fresh accords enhanced with earthy spices evoke an enviable, yet effortless charm. This perfume bottles a larger than life seduction with charismatic woody undertones, sharp hints of pepper and the unique class of vanilla. The top notes reveal a very powerful, explosive fresh accord of sparkling, fizzy citrus as bergamot and pink grapefruit essences, are blended with an original fruity green rhubarb note. These top notes enhance the magnetic effect of this fragrance from the beginning. The heart evokes elegance and movement thanks to the duo of a spicy original accord of pink pepper, pimento, nutmeg mixed with the floral notes of geranium, and woody note. The complex background and dry down evoke extremely refined seductiveness thanks to the woody undertones of cedar wood that are blended with smoky touches of patchouli, sweet vanilla, praline, benzoin, leather, and rich roasted tonka beans. It is skin-friendly since it is dermatologically tested.","Came fast, good perfume !!"
